2006	800	0.0	49.99	85.0
2006	800	0.0	49.99	102.5
2006	800	0.0	49.99	77.0
2006	800	0.0	49.99	162.5
2002	3096	0.0	269.99	699.99
2002	3096	0.0	269.99	602.0
2002	3096	0.0	269.99	515.0
2002	3096	0.0	269.99	510.0
2002	3096	0.0	269.99	375.0
2002	3096	1.0	269.99	1050.0
2002	3096	0.0	269.99	740.0
2002	3096	1.0	269.99	759.0
2002	3096	0.0	269.99	730.0
2002	3096	1.0	269.99	750.0
2007	5195	0.0	499.99	910.0
2007	5195	1.0	499.99	1199.99
2007	5195	0.0	499.99	811.88
2007	5195	0.0	499.99	1324.79
2007	5195	1.0	499.99	850.0
2007	5195	1.0	499.99	800.0
2007	5195	0.0	499.99	810.0
2007	5195	1.0	499.99	1075.0
2007	5195	0.0	499.99	1050.0
2007	5195	1.0	499.99	1199.99
2007	5195	0.0	499.99	1342.31
2007	5195	1.0	499.99	1000.0
2007	5195	0.0	499.99	1780.0
2007	5195	0.0	499.99	750.0
2007	5195	0.0	499.99	2204.99
2007	5195	1.0	499.99	925.0
2007	5195	0.0	499.99	860.0
2007	5195	1.0	499.99	1199.99
2007	5195	1.0	499.99	1099.99
2007	5195	1.0	499.99	1149.99
2007	5195	1.0	499.99	800.0
2007	5195	1.0	499.99	850.0
2007	3428	0.0	199.99	469.95
2007	3428	0.0	199.99	479.0
2007	3428	0.0	199.99	299.99
2007	3428	0.0	199.99	369.0
2007	3428	1.0	199.99	424.95
2007	3428	1.0	199.99	380.0
2007	3428	0.0	199.99	305.0
2008	5922	1.0	299.99	530.0
2008	5922	1.0	299.99	599.95
2008	5922	0.0	299.99	510.0
2008	5922	0.0	299.99	423.0
2008	5922	1.0	299.99	599.99
2008	5922	1.0	299.99	589.99
2008	5922	1.0	299.99	569.99
2008	5922	1.0	299.99	529.99
2008	5922	0.0	299.99	500.0
2008	5922	1.0	299.99	549.95
2008	5922	0.0	299.99	300.0
2009	3263	1.0	249.99	380.0
2009	3263	1.0	249.99	399.0
2009	3263	1.0	249.99	427.99
2009	3263	0.0	249.99	360.0
2009	3263	1.0	249.99	399.0
2009	3263	1.0	249.99	399.95
2009	3263	1.0	249.99	499.99
2009	3263	0.0	249.99	399.95
2009	3263	1.0	249.99	331.51
